Weight,Input Node,Hidden Node,Output Node,Layer Index
-0.8064447357436589,41,4,-1,1
-4.505589339915494,42,4,-1,1
-2.7677234136708044,43,4,-1,1
-2.4342711622546287,44,4,-1,1
-1.5475618722638316,45,4,-1,1
-1.3325946727560072,46,4,-1,1
-0.8863829703353118,47,4,-1,1
0.011062654828389036,48,4,-1,1
1.9498487105361832,49,4,-1,1
0.17744295819252634,50,4,-1,1
-1.489987296001353,51,4,-1,1
0.6231615779337026,52,4,-1,1
0.06121780102748467,53,4,-1,1
-1.2745806694136546,54,4,-1,1
0.2500617279484403,55,4,-1,1
-0.11085617594130656,56,4,-1,1
0.5126332850056275,57,4,-1,1
1.6919248656014678,58,4,-1,1
1.6380890244926203,59,4,-1,1
0.35760022793514407,60,4,-1,1
0.9756026976157514,61,4,-1,1
0.3694069937922464,62,4,-1,1
-0.05635030692996198,63,4,-1,1
-0.11008152449580738,0,5,-1,1
0.10117848913250926,1,5,-1,1
-0.15615007472283124,2,5,-1,1
0.013134989549152078,3,5,-1,1
0.7686604604129531,4,5,-1,1
0.5360419298360063,5,5,-1,1
0.3148085532380649,6,5,-1,1
-0.05192490680595133,7,5,-1,1
0.037207749272059304,8,5,-1,1
-0.1647455420150409,9,5,-1,1
-0.2733334361988003,10,5,-1,1
-1.1429965277446759,11,5,-1,1
-1.8111797531171006,12,5,-1,1
-0.7576876170696694,13,5,-1,1
0.2910935299323908,14,5,-1,1
0.8019973276369383,15,5,-1,1
-0.07713510891957695,16,5,-1,1
0.6574816143984986,17,5,-1,1
1.0566063684015865,18,5,-1,1
1.5214980757104126,19,5,-1,1
-0.25449223147666267,20,5,-1,1
-1.1522390113979157,21,5,-1,1
0.42069442816195807,22,5,-1,1
0.4046598408731475,23,5,-1,1
-0.09642315530643544,24,5,-1,1
1.4800838566723744,25,5,-1,1
1.7400753869837473,26,5,-1,1
1.9705920225114433,27,5,-1,1
4.802413901148058,28,5,-1,1
0.5605672627243192,29,5,-1,1
0.29682905131453236,30,5,-1,1
-0.5086717294739487,31,5,-1,1
0.3989821909936505,32,5,-1,1
-0.19226729057243414,33,5,-1,1
0.076505762026322,34,5,-1,1
1.1513606641882579,35,5,-1,1
2.0354091052099785,36,5,-1,1
2.1604084895400097,37,5,-1,1
2.40546266747938,38,5,-1,1
-0.5861888544962233,39,5,-1,1
0.36169008067425196,40,5,-1,1
0.02653420300914853,41,5,-1,1
-0.5344590943319139,42,5,-1,1
-0.5280319575172618,43,5,-1,1
-0.007849911697634238,44,5,-1,1
0.08112553620866612,45,5,-1,1
-0.43722687619218653,46,5,-1,1
-0.5777857719684628,47,5,-1,1
-0.3043420973349609,48,5,-1,1
0.8972793251404642,49,5,-1,1
-0.9093996888076817,50,5,-1,1
-2.139583995728688,51,5,-1,1
-0.9740480748158876,52,5,-1,1
-2.3276627026518337,53,5,-1,1
-1.7897944818602602,54,5,-1,1
-0.053584773427694805,55,5,-1,1
0.17279109903791473,56,5,-1,1
0.512588599631454,57,5,-1,1
1.6371502736994605,58,5,-1,1
1.730651361960143,59,5,-1,1
0.334310787810386,60,5,-1,1
0.4034893002044171,61,5,-1,1
0.24187490082128008,62,5,-1,1
0.07896542469579995,63,5,-1,1
-0.1331077937757613,0,6,-1,1
-0.20618569106498302,1,6,-1,1
-0.21555005936782454,2,6,-1,1
-0.2183700326731877,3,6,-1,1
0.045828602997111625,4,6,-1,1
-0.3912005629681526,5,6,-1,1
-0.2096986864489743,6,6,-1,1
-0.1256967238045506,7,6,-1,1
0.05157119646632193,8,6,-1,1
-0.06283653811991304,9,6,-1,1
0.5365422016898851,10,6,-1,1
1.333659919013749,11,6,-1,1
1.1129676530903854,12,6,-1,1
0.309141614401362,13,6,-1,1
-0.4038320570397775,14,6,-1,1
0.0682854039632963,15,6,-1,1
0.07642555827658308,16,6,-1,1
0.39508418415245006,17,6,-1,1
0.09879452241961867,18,6,-1,1
-0.8927789064922506,19,6,-1,1
-0.569268887839788,20,6,-1,1
-0.21092544318324496,21,6,-1,1
0.29859336658421454,22,6,-1,1
-0.2076799248696514,23,6,-1,1
0.48009863693052923,24,6,-1,1
0.20196207394427781,25,6,-1,1
-1.4474030156696978,26,6,-1,1
-0.19147188332833942,27,6,-1,1
0.37309736870454374,28,6,-1,1
-0.5864910467282783,29,6,-1,1
0.4718720299334976,30,6,-1,1
0.2700588463199735,31,6,-1,1
0.18384129858955006,32,6,-1,1
-0.25438725473284013,33,6,-1,1
-0.5825990239027591,34,6,-1,1
0.2753207619482551,35,6,-1,1
-0.2879747084895729,36,6,-1,1
0.8577626224197152,37,6,-1,1
0.8328384292141859,38,6,-1,1
-0.32991735291822294,39,6,-1,1
0.06504067128667373,40,6,-1,1
0.06945465231578872,41,6,-1,1
1.1209176660614952,42,6,-1,1
1.356188546243859,43,6,-1,1
-0.17983786279258618,44,6,-1,1
0.41316531049962835,45,6,-1,1
0.03279818238899254,46,6,-1,1
0.03244750514849656,47,6,-1,1
0.18706016314625995,48,6,-1,1
0.4114061012654092,49,6,-1,1
-0.2606736623838469,50,6,-1,1
-0.5296621464194322,51,6,-1,1
-1.0448383204029916,52,6,-1,1
-0.6936263101720566,53,6,-1,1
-0.26321366021540415,54,6,-1,1
0.16135518993646655,55,6,-1,1
0.002300778363343529,56,6,-1,1
0.07534905891044721,57,6,-1,1
0.09988920329523866,58,6,-1,1
-0.5271216473527223,59,6,-1,1
0.11613860431003281,60,6,-1,1
0.20851613788989456,61,6,-1,1
-0.15978780433695228,62,6,-1,1
-0.10379743634720064,63,6,-1,1
-0.022250347562559492,0,7,-1,1
0.09910137743454064,1,7,-1,1
0.10683233002912094,2,7,-1,1
-0.3664497601707135,3,7,-1,1
1.2552198965873222,4,7,-1,1
1.2297131379235726,5,7,-1,1
0.059948300426127685,6,7,-1,1
0.11894130339886122,7,7,-1,1
-0.14635094801223597,8,7,-1,1
0.4157528982246991,9,7,-1,1
1.0139483885854594,10,7,-1,1
-0.03225999203284036,11,7,-1,1
-2.010283023299044,12,7,-1,1
-0.9951015527234175,13,7,-1,1
0.855402526490894,14,7,-1,1
0.5541739014906567,15,7,-1,1
0.06482857520109286,16,7,-1,1
-0.17125465079619856,17,7,-1,1
-2.6302598733571716,18,7,-1,1
-2.547166343662185,19,7,-1,1
-2.7953028488956426,20,7,-1,1
-2.548617118128516,21,7,-1,1
-0.5908529808569942,22,7,-1,1
0.5890803299975426,23,7,-1,1
-0.03413630672126917,24,7,-1,1
-1.4285371162253133,25,7,-1,1
0.294727940803113,26,7,-1,1
2.1089466003427777,27,7,-1,1
-0.31578805287797335,28,7,-1,1
-1.6244594926097264,29,7,-1,1
-1.201686096975725,30,7,-1,1
-0.06838770406808163,31,7,-1,1
0.10849002835724678,32,7,-1,1
1.7412341240467015,33,7,-1,1
2.560613905573865,34,7,-1,1
2.89668564426298,35,7,-1,1
1.071281681372311,36,7,-1,1
0.18309131858284947,37,7,-1,1
2.7904381921331116,38,7,-1,1
-0.08656361185031562,39,7,-1,1
0.48431051583043994,40,7,-1,1
-0.144859525128672,41,7,-1,1
-2.0586124139475803,42,7,-1,1
-0.6191717766585272,43,7,-1,1
0.7907969322017347,44,7,-1,1
1.1528628665746405,45,7,-1,1
0.08759581730835699,46,7,-1,1
-0.2195112644205091,47,7,-1,1
0.5657059938749966,48,7,-1,1
-0.2252746423241213,49,7,-1,1
-0.2557822706247219,50,7,-1,1
-0.4764841389839587,51,7,-1,1
-0.11059450554623455,52,7,-1,1
-0.3325388126154264,53,7,-1,1
-0.9971215318531558,54,7,-1,1
0.34462835963780897,55,7,-1,1
-0.0773969743906557,56,7,-1,1
0.10928181264689392,57,7,-1,1
-0.9355693338673904,58,7,-1,1
-1.175019429824631,59,7,-1,1
-1.8817081581173065,60,7,-1,1
-0.9874412465131852,61,7,-1,1
-0.030695718150111365,62,7,-1,1
-0.003980871403936386,63,7,-1,1
-0.024279897061650863,0,8,-1,1
0.15874011949723107,1,8,-1,1
-0.3766827220035886,2,8,-1,1
-0.5082131641480497,3,8,-1,1
-1.04785670832665,4,8,-1,1
-0.5933915399141856,5,8,-1,1
-0.09919891963590584,6,8,-1,1
-0.21442834276595538,7,8,-1,1
-0.16461323254008234,8,8,-1,1
-0.6385217082516217,9,8,-1,1
-0.6322765570866398,10,8,-1,1
-2.401485077084868,11,8,-1,1
-1.611162597572724,12,8,-1,1
-0.2826329559348459,13,8,-1,1
1.2215004667186389,14,8,-1,1
0.8094858157042761,15,8,-1,1
-0.19335511584126464,16,8,-1,1
-0.40695479737306367,17,8,-1,1
1.6993961719855488,18,8,-1,1
1.5978824785317272,19,8,-1,1
-2.4343369841150047,20,8,-1,1
-0.2245096016148836,21,8,-1,1
2.210589054294009,22,8,-1,1
1.8918913694534023,23,8,-1,1
0.2280297966601627,24,8,-1,1
1.2317341450757813,25,8,-1,1
4.0769928738569785,26,8,-1,1
2.9275731633255386,27,8,-1,1
-0.18944230831251252,28,8,-1,1
0.25710314029670356,29,8,-1,1
-0.27974093243876974,30,8,-1,1
-0.6100519507506399,31,8,-1,1
0.2427353238930595,32,8,-1,1
-1.4443030157634402,33,8,-1,1
-1.0610132534554708,34,8,-1,1
1.488848061018856,35,8,-1,1
1.3387516030684297,36,8,-1,1
-0.8504687824797755,37,8,-1,1
-1.0529043164388463,38,8,-1,1
-0.9862100332417758,39,8,-1,1
0.21586468627298105,40,8,-1,1
-1.2347028769455821,41,8,-1,1
-1.322301867110964,42,8,-1,1
-2.4676946212497226,43,8,-1,1
-0.7800508709083305,44,8,-1,1
-3.474696072466016,45,8,-1,1
-0.6362762431808231,46,8,-1,1
-0.0017352622791309861,47,8,-1,1
0.17470187650269223,48,8,-1,1
-1.0543412836440973,49,8,-1,1
-0.888307408872425,50,8,-1,1
0.24835839274240779,51,8,-1,1
-0.18160894711029285,52,8,-1,1
0.13829878989741037,53,8,-1,1
0.2993614114492025,54,8,-1,1
-0.08321200775554803,55,8,-1,1
0.035343355755164514,56,8,-1,1
-0.19116455618511385,57,8,-1,1
0.22898393575865422,58,8,-1,1
1.4980581254149006,59,8,-1,1
0.8156697206760989,60,8,-1,1
0.35491937004247487,61,8,-1,1
-0.2488437187510268,62,8,-1,1
0.12452166968739156,63,8,-1,1
0.17215346882192076,0,9,-1,1
0.010634689328228645,1,9,-1,1
0.04081086558067765,2,9,-1,1
0.11627606146055423,3,9,-1,1
-0.009518057995945907,4,9,-1,1
0.015459020316815487,5,9,-1,1
-0.05329982175796185,6,9,-1,1
-0.033869244346807,7,9,-1,1
0.13979169631978652,8,9,-1,1
0.014244694042889867,9,9,-1,1
0.1802181492294883,10,9,-1,1
-0.21322256437213788,11,9,-1,1
-0.4071738402251525,12,9,-1,1
-0.6599798496898907,13,9,-1,1
-0.09800390971164949,14,9,-1,1
0.01961497628008199,15,9,-1,1
0.04711839394517328,16,9,-1,1
-0.015011737374397113,17,9,-1,1
0.006360986637216813,18,9,-1,1
-1.1709738295971523,19,9,-1,1
-1.3036461580876275,20,9,-1,1
-0.6402991768298086,21,9,-1,1
0.23247991231057522,22,9,-1,1
0.19927435142464497,23,9,-1,1
-0.286792415540259,24,9,-1,1
-0.2203776437390908,25,9,-1,1
-0.33809981583990273,26,9,-1,1
-0.6815345496268295,27,9,-1,1
-1.5116454516308182,28,9,-1,1
-0.364727393661452,29,9,-1,1
-0.41064261050020606,30,9,-1,1
-0.06932935620735209,31,9,-1,1
-0.06352214364743407,32,9,-1,1
-0.40190181419652626,33,9,-1,1
-0.2275258462380217,34,9,-1,1
-1.1355827990680023,35,9,-1,1
-1.6696944293298281,36,9,-1,1
-0.46682274135903407,37,9,-1,1
-0.4794206802126711,38,9,-1,1
-0.3467347318682731,39,9,-1,1
-0.10411712875453781,40,9,-1,1
-0.17117048582527705,41,9,-1,1
-0.0616891134691935,42,9,-1,1
-0.9504025007103404,43,9,-1,1
-1.3193010251088018,44,9,-1,1
-0.4484926722696319,45,9,-1,1
-0.15191851301782883,46,9,-1,1
0.11401909504398641,47,9,-1,1
0.13911690732001578,48,9,-1,1
-0.11923664962212072,49,9,-1,1
-0.27374861465521644,50,9,-1,1
-0.9852169851385183,51,9,-1,1
-1.4967130959984287,52,9,-1,1
-0.30827065494372446,53,9,-1,1
0.1474551215850115,54,9,-1,1
-0.192754256715803,55,9,-1,1
0.019097176274558928,56,9,-1,1
0.1044844519308716,57,9,-1,1
0.060717268447007956,58,9,-1,1
-0.03753675900106738,59,9,-1,1
0.3232035333821884,60,9,-1,1
0.22592342356767325,61,9,-1,1
0.2542105022764715,62,9,-1,1
0.07941814631549741,63,9,-1,1
0.1025386862750066,0,10,-1,1
0.21330567122349975,1,10,-1,1
-0.7034952952252166,2,10,-1,1
-0.25052562453067834,3,10,-1,1
0.8150975675013152,4,10,-1,1
0.27062489759379943,5,10,-1,1
-0.24687917594276568,6,10,-1,1
0.13034377937496786,7,10,-1,1
-0.2295299014232443,8,10,-1,1
0.2961109626539548,9,10,-1,1
1.613105002917527,10,10,-1,1
0.07571317014473727,11,10,-1,1
-3.5251108037525714,12,10,-1,1
-1.2752476208584684,13,10,-1,1
1.282101793522162,14,10,-1,1
0.33034797797558246,15,10,-1,1
0.12717031104733909,16,10,-1,1
1.6535695901437917,17,10,-1,1
1.4123476790233673,18,10,-1,1
-1.1073361830265382,19,10,-1,1
-3.1593252401951397,20,10,-1,1
1.1934699744512192,21,10,-1,1
-0.15130324286722677,22,10,-1,1
-0.31168447183018666,23,10,-1,1
0.4408096882171159,24,10,-1,1
-0.6314231149669531,25,10,-1,1
-1.972663477097787,26,10,-1,1
-3.0348610991265588,27,10,-1,1
2.3669178097898365,28,10,-1,1
0.20382225727222142,29,10,-1,1
-1.3116012837093018,30,10,-1,1
0.03945259540303813,31,10,-1,1
-0.3677727229371586,32,10,-1,1
1.0710701858747436,33,10,-1,1
-1.7171518730483082,34,10,-1,1
-0.7561216656010895,35,10,-1,1
2.7637293231625533,36,10,-1,1
0.5418997835611786,37,10,-1,1
1.687987645334715,38,10,-1,1
-0.2826382293577337,39,10,-1,1
-0.08930658190065975,40,10,-1,1
-0.21466518800764878,41,10,-1,1
-2.190426537346393,42,10,-1,1
2.1444740746431594,43,10,-1,1
1.5644157355776114,44,10,-1,1
-1.482015475484233,45,10,-1,1
-0.5136633886858213,46,10,-1,1
-0.10359217583501829,47,10,-1,1
-0.12445982186673171,48,10,-1,1
0.44591524189764065,49,10,-1,1
0.15240524390811086,50,10,-1,1
-0.47574672750297625,51,10,-1,1
1.2855269184697782,52,10,-1,1
-0.15449161667141867,53,10,-1,1
0.13148584269333358,54,10,-1,1
0.05117207272910636,55,10,-1,1
0.29223619939565837,56,10,-1,1
-0.1609775808910645,57,10,-1,1
-0.7213791003814505,58,10,-1,1
-0.7208340342588127,59,10,-1,1
-2.1212986972992254,60,10,-1,1
-2.03506447900512,61,10,-1,1
-0.037635119411623764,62,10,-1,1
0.2914006857619161,63,10,-1,1
0.10537657381151785,0,11,-1,1
0.09519259783612252,1,11,-1,1
0.024350077571463468,2,11,-1,1
0.09566754306749427,3,11,-1,1
0.19994386173477555,4,11,-1,1
0.013688294064893797,5,11,-1,1
0.16150964193978995,6,11,-1,1
0.049252595291356845,7,11,-1,1
0.2485677122419445,8,11,-1,1
0.2612828578723243,9,11,-1,1
-0.8911679991767731,10,11,-1,1
-1.6936552513292704,11,11,-1,1
-2.825363378498115,12,11,-1,1
-2.391961056894699,13,11,-1,1
-0.14378321383052897,14,11,-1,1
-0.1936272397219951,15,11,-1,1
0.016139251912086407,16,11,-1,1
-0.025499650065423565,17,11,-1,1
-1.1488935419364061,18,11,-1,1
-2.6398838253032197,19,11,-1,1
1.4523161270968585,20,11,-1,1
0.04256391883770598,21,11,-1,1
0.6012688471894195,22,11,-1,1
0.4679174364904106,23,11,-1,1
0.0070953650018019355,24,11,-1,1
-0.14803451302680246,25,11,-1,1
1.115283795959675,26,11,-1,1
0.5221115446195587,27,11,-1,1
2.532935873115617,28,11,-1,1
-1.0246677828026436,29,11,-1,1
0.542869454148818,30,11,-1,1
0.2500528395630619,31,11,-1,1
0.01659316410043737,32,11,-1,1
-0.2216388349166098,33,11,-1,1
-0.1686988557102462,34,11,-1,1
-0.35499324468319404,35,11,-1,1
1.2235343747738947,36,11,-1,1
-1.962220401524522,37,11,-1,1
-0.5082843714370536,38,11,-1,1
-0.5363543134367411,39,11,-1,1
-0.023160856626865345,40,11,-1,1
-0.4372119019270091,41,11,-1,1
-2.0698234068723123,42,11,-1,1
2.30175093535272,43,11,-1,1
0.2721258401431494,44,11,-1,1
-2.94324870450389,45,11,-1,1
-1.1211399183162856,46,11,-1,1
-0.2537776283893834,47,11,-1,1
0.12174654781840381,48,11,-1,1
0.03223784357671441,49,11,-1,1
-1.1038237948882612,50,11,-1,1
-1.7188928498744156,51,11,-1,1
-1.5395184542234497,52,11,-1,1
